0,2,12,37.5,32.5,12.5,40,40,40,0,0,0,0,1,1,1,1,METAL_ROOF
0,1,3,75,12.5,25,25,25,25,0,0,0,0,1,1,1,1,FASE
0,0,3,175,0,25,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,0,3,200,0,25,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,3,25,0,0,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,3,150,0,0,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,2,12,12.5,32.5,12.5,10,10,10,0,1,0,0,1,0,0,1,FASE
0,2,12,62.5,32.5,12.5,10,10,10,0,1,0,180,1,0,0,1,FASE
0,2,12,37.5,32.5,37.5,10,10,10,0,1,0,90,0,0,1,1,FASE
0,2,12,37.5,32.5,-12.5,10,10,10,0,1,0,270,0,0,1,1,FASE
0,2,12,37.5,57.5,12.5,10,10,10,0,0,1,-90,0,1,0,1,FASE
0,0,2,150,0,-25,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,2,175,0,-25,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,0,2,0,0,25,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,2,0,0,0,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,0,2,0,0,-25,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,2,175,0,75,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,0,2,175,0,0,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,2,-25,0,-25,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,2,12,37.5,7.5,12.5,10,10,10,0,0,1,90,0,1,0,1,FASE
0,0,2,175,0,50,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,2,0,0,50,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,0,2,200,0,75,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,2,-50,0,25,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,2,-50,0,0,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,0,2,-50,0,-25,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,2,150,0,-75,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,2,0,0,-50,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,0,2,125,0,-50,25,25,25,1,0,0,-90,1,1,1,1,METAL_ROOF
0,0,2,-50,0,50,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,0,2,200,0,50,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,0,2,150,0,-50,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,0,2,100,0,-150,25,25,25,1,0,0,-90,1,1,1,1,FASE
0,1,2,-75,12.5,50,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-75,12.5,25,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-75,12.5,0,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-75,12.5,-25,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-75,12.5,-50,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-75,12.5,-75,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-75,12.5,-100,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-50,12.5,-125,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-25,12.5,-150,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,25,12.5,-150,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,50,12.5,-150,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,50,12.5,-175,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,75,12.5,-200,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-75,12.5,75,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-50,12.5,100,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-50,12.5,125,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-50,12.5,150,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-25,12.5,175,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,-25,12.5,200,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,25,12.5,200,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,50,12.5,200,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,75,12.5,200,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,175,12.5,-150,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,175,12.5,-175,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,175,12.5,-200,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,175,12.5,-100,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,175,12.5,-125,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,175,12.5,-225,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,100,12.5,-325,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,125,12.5,-300,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,50,12.5,-225,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,150,12.5,-275,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,150,12.5,-250,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,75,12.5,-225,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,50,12.5,225,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,100,12.5,200,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,150,12.5,200,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,175,12.5,175,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,175,12.5,150,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
0,1,2,225,12.5,150,25,25,25,0,1,0,0,1,1,1,1,METAL_ROOF
